ID,title,score,director,cast,country,added,release,rating,duration,description,platform,Action & Adventure,Adult Animation,Animals & Nature,Animation,Anime,Anthology,Arthouse,Arts,Biographical,Black Stories,Buddy,Cartoons,Children & Family Movies,Classic Movies,Comedies,Coming of Age,Crime,Cult Movies,Dance,Disaster,Documentaries,Drama,Entertainment,Faith & Spirituality,Family,Fantasy,History,Horror & Suspense,Independent Movies,International,Kids,LGBTQ,Lifestyle & Culture,Medical,Military and War,Music,Mystery,News,Parody,Reality,Romance,Romantic Comedies,Sci-Fi & Fantasy,Science & Technology,Special Interest,Sports,Spy/Espionage,Stand Up,Superhero,Survival,Teen,Thriller,Variety,Western
6621,Johnny Tsunami,56,Steve Boyum,"Cary-Hiroyuki Tagawa, Brandon Baker, Yuji Okumoto, Mary Keller, Lee Young, Kirsten Storms",United States,2019-11-12,1999,TV-G,92 min,A teen surfing sensation moves from Hawaii to a tiny Vermont ski town.,Disney Plus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6622,Cow Belles,56,Francine McDougall,"Amanda Michalka, Alyson Michalka, Sheila McCarthy, Michael Trevino, Christian Serratos, Ron Gabriel",United States,2019-11-12,2006,TV-G,91 min,Two ultra-spoiled sisters are put to work in their father's dairy.,Disney Plus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6623,First Kid,56,David Evans,"Sinbad , Robert Guillaume, Timothy Busfield, Brock Pierce, James Naughton, Art Fleur",United States,2019-11-12,1996,PG,102 min,A wisecracking Secret Service agent is assigned to the President's son.,Disney Plus,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6624,The Small One,56,Don Bluth,"Sean Marshall, William Woodson, Olan Soulé, Joe Higgins, Gordon Jump, Hal Smith",United States,2020-04-03,1978,TV-PG,25 min,A young boy discovers the true spirit of the Christmas season. See details for advisory.,Disney Plus,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6625,Operation Dumbo Drop,56,Simon Wincer,"Danny Glover, Ray Liotta, Denis Leary, Doug Doug, Corin Nemec, Tcheky Karyo",United States,2019-11-12,1995,PG,109 min,Soldiers secretly transport an elephant across 200 miles of rugged terrain.,Disney Plus,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6626,Wendy Wu: Homecoming Warrior,56,John Laing,"Brenda Song, Shin Koyamada, Susan Chuang, Justin Chon, Michael Cheng, Andy Fischer-Price",United States,2019-11-12,2006,TV-PG,91 min,Wendy's world is flipped upside down when a mysterious young monk arrives.,Disney Plus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6627,Winnie the Pooh: Springtime with Roo,56,"Elliot Bour, Saul Blinkoff","Jim Cummings, Ken Sansom, Jimmy Bennett, David Stiers, Kath Soucie, John Fiedler",United States,2019-11-12,2004,G,70 min,Rabbit forces the others to hold off on fun until spring cleaning is done.,Disney Plus,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6628,Return from Witch Mountain,56,John Hough,"Bette Davis, Christopher Lee, Kim Richards, Ike Eisenmann, Jack Soo, Anthony James",United States,2019-11-12,1978,G,94 min,Sinister masterminds manipulate a boy's supernatural powers for their own devious gain.,Disney Plus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6629,Stuntman,56,Kurt Mattila,Eddie Braun,,2021-07-23,2021,TV-14,87 min,Stuntman Eddie Braun attempts to complete Evel Knievel's legendary Snake River Canyon rocket jump.,Disney Plus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6630,Smash and Grab,56,Brian Larsen,,United States,2019-11-12,2019,PG,8 min,Two antiquated robots risk everything for freedom and for each other.,Disney Plus,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6631,Get a Clue,56,Maggie Greenwald,"Lindsay Lohan, Bug Hall, Ian Gomez, Brenda Song, Ali Mukadam, Dan Lett",United States,2019-11-12,2002,TV-G,84 min,A teenage gossip columnist takes on the case of her missing teacher.,Disney Plus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6632,Tall Tale,56,Jeremiah Chechik,"Scott Glenn, Oliver Platt, Nick Stahl, Stephen Lang, Roger Brown, Jared Harris",United States,2019-11-12,1995,PG,97 min,It's all up to Pecos Bill to save a boy's family farm in this rousing Western adventure.,Disney Plus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6633,Red's Dream,56,John Lasseter,,United States,2019-11-12,1987,TV-G,4 min,"Red, a unicycle, dreams that he steals the show.",Disney Plus,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6634,Beverly Hills Chihuahua,56,Raja Gosnell,"Piper Perabo, Manolo Cardona, Jamie Curtis, Jose Yazpik, Maury Sterling, Jesus Ochoa","United States, Mexico",2020-10-16,2008,PG,95 min,"Papi has to rescue his true love, Chloe, when she gets lost in Mexico.",Disney Plus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6635,Frenemies,56,Daisy Mayer,"Zendaya , Bella Thorne, Mary Mouser, Nick Robinson, Stefanie Scott, Connor Price",United States,2019-11-12,2012,TV-G,88 min,Three very different sets of friends experience growing pains.,Disney Plus,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6636,Flowers and Trees,56,Burt Gillett,,United States,2019-11-12,1932,TV-Y7,8 min,"It's spring, and the flowers, mushrooms, and trees come to life. See details for advisory.",Disney Plus,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6637,The Thirteenth Year,56,Duwayne Dunham,"Chez Starbuck, Dave Coulier, Lisa Sullivan, Justin Ross, Courtnee Draper, Tim Redwine",United States,2019-11-12,1999,TV-G,89 min,Cody learns he can communicate with fish as he nears his 13th birthday.,Disney Plus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6638,The Little Prince(ss),56,Moxie Peng,"Kalo Moss, Ching Yin Ryan Hu, Evan Lai, Brian Yang, Lynn Chen, Danni Wang",,2021-05-28,2021,PG,19 min,"When Chinese kids Gabriel and Rob become friends, Rob's dad questions Gabriel's feminine behavior.",Disney Plus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6639,Max Keeble's Big Move,56,Tim Hill,"Alex D. Linz, Larry Miller, Jamie Kennedy, Zena Grey, Josh Peck, Nora Dunn",United States,2020-12-25,2001,PG,88 min,"After a week of creating mayhem, Max has to face the consequences.",Disney Plus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6640,Stuck in the Suburbs,56,Savage Holland,"Danielle Panabaker, Brenda Song, Amanda Shaw, CiCi Hedgepeth, Jennie Garland, Ryan Belleville",United States,2019-11-12,2004,TV-G,79 min,A bored suburban teen accidentally switches phones with a pop star.,Disney Plus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6641,Party Central,55,Kelsey Mann,"John Goodman, Billy Crystal, Dave Foley, Sean Hayes, Joel Murray, Charlie Day",United States,2019-11-12,2014,PG,7 min,Mike and Sulley return to Monsters University.,Disney Plus,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6642,The Moon-Spinners,55,James Neilson,"Hayley Mills, Joan Greenwood, Michael Davis, Irene Papas, Paul Stassino, Eli Wallach",United States,2020-05-29,1964,PG,119 min,A teen finds romance and searches for stolen gems during her vacation.,Disney Plus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6643,Phantom of the Megaplex,55,Blair Treu,"Taylor Handley, Corinne Bohrer, Caitlin Wachs, Jacob Smith, Rich Hutchman, John Novak","United States, Canada",2019-11-12,2000,TV-G,89 min,A phantom haunting a local megaplex threatens to ruin a premiere gala.,Disney Plus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6644,Upside-Down Magic,55,Joe Nussbaum,"Izabela Rose, Siena Agudong, Kyle Howard, Elie Samouhi, Alison Fernandez, Max Torina","United States, Canada",2021-02-05,2020,TV-PG,97 min,Nory enters the Sage Academy for Magical Studies!,Disney Plus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6645,Double Teamed,55,Duwayne Dunham,"Poppi Monroe, Annie McElwain, Teal Redmann, Nick Searcy, Tanya Goott, Joey Miyashima",United States,2019-11-12,2002,TV-G,93 min,The WNBA's Burge twins inspire this film about sisterhood and teamwork.,Disney Plus,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6646,The Tortoise and the Hare,55,Wilfred Jackson,,United States,2019-11-12,1935,TV-G,9 min,"Hare stops to show off, and the slower Tortoise wins the race. See details for advisory.",Disney Plus,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6647,Benji the Hunted,55,Joe Camp,"Red Steagall, Frank Inn, Nancy Francis, Mike Francis, Joe Camp, Steve Zanolini",United States,2019-11-12,1987,G,89 min,Benji must navigate the wilderness while caring for orphaned cougar cubs.,Disney Plus,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6648,Ferdinand the Bull,54,Dick Rickard,,United States,2019-11-12,1938,TV-G,8 min,Ferdinand only wants to stop and smell the flowers. See details for advisory.,Disney Plus,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6649,Santa's Workshop,54,Wilfred Jackson,,United States,2019-11-12,1932,TV-G,7 min,Santa and his elves make toys to deliver on Christmas Eve See details for advisory.,Disney Plus,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6650,The Suite Life Movie,54,Sean McNamara,"Cole Sprouse, Dylan Sprouse, Brenda Song, Debby Ryan, Matthew Timmons, John Ducey",United States,2019-11-12,2011,TV-G,81 min,Zack and Cody become truly connected after joining a twin research study.,Disney Plus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6651,Wolfgang,54,David Gelb,Wolfgang Puck,,2021-06-25,2021,TV-PG,80 min,Wolfgang Puck persevered after a troubled childhood to become the world’s most famous chef.,Disney Plus,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6652,How to Build a Better Boy,54,Paul Hoen,"Ashley Argota, Roger Bart, Kelli Berglund, Noah Centineo, China McClain, Matt Shively",United States,2019-11-12,2014,TV-G,94 min,Tech-savvy best friends use their smarts to engineer the perfect boyfriend.,Disney Plus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6653,Clock Cleaners,54,Ben Sharpsteen,,United States,2019-11-12,1937,TV-G,9 min,"Mickey, Donald and Goofy are trying to clean the clock of a tower. See details for advisory.",Disney Plus,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6654,Zenon: The Zequel,54,Manny Coto,"Kirsten Storms, Lauren Maltby, Phillip Rhys, Holly Fulger, Stuart Pankin, Robert Curtis Brown","United States, New Zealand",2019-11-12,2001,TV-G,89 min,Zenon sneaks down to Earth to try to save her space station.,Disney Plus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6655,The Apple Dumpling Gang Rides Again,54,Vincent McEveety,"Tim Conway, Don Knotts, Tim Matheson, Kenneth Mars, Elyssa Davalos, Jack Elam",United States,2019-11-12,1979,G,89 min,Two bumbling outlaw wannabes just can't succeed in going straight. See details for advisory.,Disney Plus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6656,Pluto's Christmas Tree,54,Jack Hannah,"Jimmy MacDonald, Pinto Colvig, Clarence Nash, Ruth Clifford, Dessie Miller",United States,2019-11-12,1952,TV-Y7,7 min,Pluto and Mickey bring home a special Christmas Tree. See details for advisory.,Disney Plus,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6657,Star Wars Biomes,54,,,,2021-05-04,2021,TV-G,18 min,"Fly over the surface of some of the most iconic Star Wars biomes, planets, and moons.",Disney Plus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6658,Snowball Express,54,Norman Tokar,"Dean Jones, Nancy Olson, Harry Morgan, Keenan Wynn, Johnny Whitaker, Michael McGreevy",United States,2019-11-12,1972,G,94 min,A New York accountant moves west when he inherits a dilapidated ski resort.,Disney Plus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6659,Herbie Goes Bananas,54,Vincent McEveety,"Cloris Leachman, Charles Smith, John Vernon, Stephen Burns, Elyssa Davalos, Joaquin Garay  III",United States,2019-11-12,1980,G,93 min,A stowaway derails Herbie's trip from Puerto Vallarta to Brazil for an auto race.,Disney Plus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6660,Pixel Perfect,54,Mark Dippé,"Ricky Ullman, Leah Pipes, Spencer Redford, Chris Williams, Tania Gunadi, Porscha Coleman",United States,2019-11-12,2004,TV-G,90 min,A techno whiz must protect his hologram from falling into the wrong hands.,Disney Plus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6661,Sharpay's Fabulous Adventure,54,Michael Lembeck,"Ashley Tisdale, Austin Butler, Cameron Goodman, Bradley Perry, Alec Mapa, Jack Plotnick",United States,2019-11-12,2011,TV-G,92 min,Aspiring diva Sharpay leaves suburbia and hits Broadway…and hits it hard.,Disney Plus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6662,The Cheetah Girls: One World,54,Paul Hoen,"Adrienne Bailon, Sabrina Bryan, Kiely Williams, Roshan Seth, Michael Steger, Kunal Sharma",United States,2019-11-12,2008,TV-G,85 min,The Cheetah Girls are off to India to land a spot in a Bollywood musical.,Disney Plus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6663,Thru the Mirror,54,Dave Hand,"Walt Disney, Marcelite Garner, Sonny Dawson",United States,2019-11-12,1936,TV-G,10 min,Mickey dreams he goes through his mirror to the other side. See details for advisory.,Disney Plus,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6664,Go Figure,54,Francine McDougall,"Jordan Hinson, Whitney Sloan, Cristine Rose",United States,2019-11-12,2005,TV-G,89 min,A girl must embrace hockey if she wants to become a champion ice skater.,Disney Plus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6665,The Shaggy D.A.,54,Robert Stevenson,"Dean Jones, Tim Conway, Suzanne Pleshette, Keenan Wynn, Jo Worley, Dick Van Patten",United States,2019-11-12,1976,G,92 min,A District Attorney candidate finds himself transformed into a sheepdog.,Disney Plus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6666,The Computer Wore Tennis Shoes,54,Robert Butler,"Kurt Russell, Cesar Romero, Joe Flynn, William Schallert, Alan Hewitt, Richard Bakalyan",United States,2019-11-12,1969,G,90 min,A student turns genius when he absorbs the knowledge stored in a computer.,Disney Plus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6667,The Strongest Man in the World,54,Vincent McEveety,"Kurt Russell, Joe Flynn, Eve Arden, Cesar Romero, Phil Silvers, Dick Van Patten",United States,2019-11-12,1975,G,92 min,A college science wiz gains super strength in a lab accident. See details for advisory.,Disney Plus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6668,Elephant,54,Mark Linfield,"Meghan,  The Duchess of Sussex",United States,2020-04-03,2020,G,89 min,African elephant Shani and her spirited son Jomo make the epic journey of their ancestors.,Disney Plus,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6669,The Mistle-Tones,54,Paul Hoen,"Tia Mowry, Jonathan Moore, Andy Gala, Megan Duffy, Jason Rogel, Tammy Townsend",United States,2019-11-12,2012,TV-PG,87 min,Holly forms a Christmas singing group to compete with a harsh rival.,Disney Plus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6670,College Road Trip,54,Roger Kumble,"Martin Lawrence, Raven-Symoné , Donny Osmond, Brenda Song, Will Sasso, Eshaya Draper",United States,2019-11-12,2008,G,84 min,An overprotective dad joins his daughter in search of the perfect college.,Disney Plus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6671,The Real Right Stuff,54,,,United States,2020-11-20,2020,TV-PG,90 min,The Real Right Stuff tells the story of the nation’s first astronauts.,Disney Plus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6672,A Kid in King Arthur's Court,53,Michael Gottlieb,"Thomas Nicholas, Joss Ackland, Art Malik, Paloma Baeza, Kate Winslet, Daniel Craig","United States, Hungary, United Kingdom",2019-11-12,1995,PG,90 min,A mysterious earthquake sends a teenage boy back into medieval times.,Disney Plus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6673,Winnie the Pooh: A Very Merry Pooh Year,53,"Ed Wexler, Gary Katona, Jamie Mitchell","Jim Cummings, Peter Cullen, John Fiedler, Michael Gough, William Green, Nikita Hopkins",United States,2019-11-12,2002,G,67 min,Rabbit threatens to move away if the others won't change.,Disney Plus,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6674,The Proud Family Movie,53,Bruce Smith,"Tommy Davidson, Kyla Pratt, Paula Parker, Jo Payton, Orlando Brown, Soleil Frye",United States,2019-11-12,2005,TV-G,95 min,Penny's boring family vacation becomes a mysterious island adventure.,Disney Plus,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6675,The Living Desert,53,James Algar,Winston Hibler,United States,2019-11-12,1953,G,69 min,The desert teems with vitality in this true-life adventure.,Disney Plus,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6676,The Legend of Mor'du,53,Brian Larsen,"Julie Walters, Steve Purcell, Callum O'Neill",United States,2019-11-12,2012,TV-G,8 min,A prince seeks control of a kingdom from his brothers through magic.,Disney Plus,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6677,Iron Man & Captain America: Heroes United,53,Leo Riley,"Adrian Pasdar, Roger Craig Smith, Fred Tatasciore, David Kaye, Clancy Brown, Liam O'Brien, Robin Atkin Downes, Dee Bradley Baker",United States,2014-10-12,2014,PG,71 min,"While battling to keep the Red Skull and Taskmaster from unleashing a Hydra army, Iron Man and Captain America must learn to work together.",Netflix,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6678,Mr. Magoo,53,Stanley Tong,"Leslie Nielsen, Kelly Lynch, Ernie Hudson, Stephen Tobolowsky, Nick Chinlund, Matt Keeslar",United States,2020-11-06,1997,PG,88 min,Clueless Mr. Magoo sets out to get back a stolen precious gem.,Disney Plus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6679,Chip an' Dale,53,Jack Hannah,,United States,2019-11-12,1947,TV-G,7 min,Chip and Dale have to save their home from Donald Duck. See details for advisory.,Disney Plus,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6680,The Cheetah Girls 2,53,Kenny Ortega,"Raven-Symoné , Adrienne Bailon, Sabrina Bryan, Kiely Williams, Belinda Peregrin, Lori Alter",United States,2019-11-12,2006,TV-G,98 min,The Cheetahs go to Barcelona to perform in a music festival.,Disney Plus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
